Shape,Label,ShapeLoc,Condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,rt,Exclude,StrangerShape,P1Shape,P2Shape,corr,Training,nCorr,trialinblock,BlankFrames,Block,Pair Number,Participant 1 Age,Participant 2 Age,Phase
Stranger,P1,Bottom,Mismatch,1,11,35,22,None,None,1,CIRCLE,DIAMOND,STAR,3,0,13,36,78,1,4,23,24,1
P2,P2,Bottom,Match,1,12,36,13,o,0.850132668,0,CIRCLE,DIAMOND,STAR,1,0,14,37,78,1,4,23,24,1
P1,P1,Top,Match,1,13,37,0,o,0.716786018,0,CIRCLE,DIAMOND,STAR,1,0,15,38,78,1,4,23,24,1
P1,Stranger,Top,Mismatch,1,14,38,2,w,0.933448664,0,CIRCLE,DIAMOND,STAR,1,0,16,39,78,1,4,23,24,1
Stranger,P2,Top,Mismatch,1,15,39,19,w,1.200109593,0,CIRCLE,DIAMOND,STAR,1,0,17,40,78,1,4,23,24,1
P2,Stranger,Top,Mismatch,1,16,40,11,w,0.966786116,0,CIRCLE,DIAMOND,STAR,1,0,18,41,78,1,4,23,24,1
P1,P1,Top,Match,1,17,41,1,o,0.633483445,0,CIRCLE,DIAMOND,STAR,1,0,19,42,78,1,4,23,24,1
P1,Stranger,Top,Mismatch,1,18,42,2,w,1.000141729,0,CIRCLE,DIAMOND,STAR,1,0,20,43,78,1,4,23,24,1
Stranger,P1,Bottom,Mismatch,1,19,43,22,w,1.133467851,0,CIRCLE,DIAMOND,STAR,1,0,21,44,78,1,4,23,24,1
P1,P1,Top,Match,1,20,44,0,o,0.600145992,0,CIRCLE,DIAMOND,STAR,1,0,22,45,78,1,4,23,24,1
P2,P2,Bottom,Match,1,21,45,13,o,0.916806783,0,CIRCLE,DIAMOND,STAR,1,0,23,46,78,1,4,23,24,1
P2,P2,Top,Match,1,22,46,9,o,0.933468798,0,CIRCLE,DIAMOND,STAR,1,0,24,47,78,1,4,23,24,1
P1,Stranger,Bottom,Mismatch,1,23,47,6,None,None,1,CIRCLE,DIAMOND,STAR,3,0,24,48,78,1,4,23,24,1
P2,Stranger,Bottom,Mismatch,2,0,48,15,w,1.200114725,0,CIRCLE,DIAMOND,STAR,1,0,25,49,78,1,4,23,24,1
P2,P1,Bottom,Mismatch,2,1,49,14,w,0.850121614,0,CIRCLE,DIAMOND,STAR,1,0,26,50,78,1,4,23,24,1
P2,Stranger,Bottom,Mismatch,2,2,50,15,w,0.733482379,0,CIRCLE,DIAMOND,STAR,1,0,27,51,78,1,4,23,24,1
P1,P1,Top,Match,2,3,51,1,o,1.000136597,0,CIRCLE,DIAMOND,STAR,1,0,28,52,78,1,4,23,24,1
P1,P1,Bottom,Match,2,4,52,4,o,0.700140584,0,CIRCLE,DIAMOND,STAR,1,0,29,53,78,1,4,23,24,1
Stranger,Stranger,Top,Match,2,5,53,17,None,None,1,CIRCLE,DIAMOND,STAR,3,0,29,54,78,1,4,23,24,1
Stranger,Stranger,Bottom,Match,2,6,54,21,o,0.950126865,0,CIRCLE,DIAMOND,STAR,1,0,30,55,78,1,4,23,24,1
Stranger,P1,Bottom,Mismatch,2,7,55,22,w,0.783451447,0,CIRCLE,DIAMOND,STAR,1,0,31,56,78,1,4,23,24,1
P2,Stranger,Bottom,Mismatch,2,8,56,15,w,1.133489169,0,CIRCLE,DIAMOND,STAR,1,0,32,57,78,1,4,23,24,1
P1,P1,Bottom,Match,2,9,57,4,o,0.650147433,0,CIRCLE,DIAMOND,STAR,1,0,33,58,78,1,4,23,24,1
P1,P2,Bottom,Mismatch,2,10,58,7,o,0.683463567,0,CIRCLE,DIAMOND,STAR,0,0,33,59,78,1,4,23,24,1
P2,P2,Top,Match,2,11,59,9,None,None,1,CIRCLE,DIAMOND,STAR,3,0,33,60,78,1,4,23,24,1
P1,P2,Bottom,Mismatch,2,12,60,7,w,0.616806033,0,CIRCLE,DIAMOND,STAR,1,0,34,61,78,1,4,23,24,1
Stranger,Stranger,Bottom,Match,2,13,61,20,o,1.150119601,0,CIRCLE,DIAMOND,STAR,1,0,35,62,78,1,4,23,24,1
P1,P1,Bottom,Match,2,14,62,5,o,0.483518206,0,CIRCLE,DIAMOND,STAR,1,0,36,63,78,1,4,23,24,1
Stranger,P2,Top,Mismatch,2,15,63,19,w,0.86682824,0,CIRCLE,DIAMOND,STAR,1,0,37,64,78,1,4,23,24,1
Stranger,Stranger,Top,Match,2,16,64,17,w,1.466724727,1,CIRCLE,DIAMOND,STAR,0,0,37,65,78,1,4,23,24,1
P2,P2,Bottom,Match,2,17,65,12,o,0.616874726,0,CIRCLE,DIAMOND,STAR,1,0,38,66,78,1,4,23,24,1
P2,P2,Bottom,Match,2,18,66,13,o,0.950170686,0,CIRCLE,DIAMOND,STAR,1,0,39,67,78,1,4,23,24,1
P1,P2,Bottom,Mismatch,2,19,67,7,w,0.550150079,0,CIRCLE,DIAMOND,STAR,1,0,40,68,78,1,4,23,24,1
P1,P1,Top,Match,2,20,68,1,o,0.650152566,0,CIRCLE,DIAMOND,STAR,1,0,41,69,78,1,4,23,24,1
P2,Stranger,Top,Mismatch,2,21,69,11,w,0.583496611,0,CIRCLE,DIAMOND,STAR,1,0,42,70,78,1,4,23,24,1
P2,P1,Bottom,Mismatch,2,22,70,14,o,0.533516883,0,CIRCLE,DIAMOND,STAR,0,0,42,71,78,1,4,23,24,1
Stranger,P1,Bottom,Mismatch,2,23,71,22,w,1.166803329,0,CIRCLE,DIAMOND,STAR,1,0,43,72,78,1,4,23,24,1
P1,P1,Bottom,Match,3,0,72,5,o,0.76683128,0,CIRCLE,DIAMOND,STAR,1,0,44,73,78,1,4,23,24,1
P2,P2,Top,Match,3,1,73,9,w,0.716842472,0,CIRCLE,DIAMOND,STAR,0,0,44,74,78,1,4,23,24,1
P2,Stranger,Top,Mismatch,3,2,74,11,w,0.700109001,0,CIRCLE,DIAMOND,STAR,1,0,45,75,78,1,4,23,24,1
Stranger,P2,Top,Mismatch,3,3,75,19,w,0.683463962,0,CIRCLE,DIAMOND,STAR,1,0,46,76,78,1,4,23,24,1
P2,Stranger,Bottom,Mismatch,3,4,76,15,w,0.850124378,0,CIRCLE,DIAMOND,STAR,1,0,47,77,78,1,4,23,24,1
P1,P1,Bottom,Match,3,5,77,4,o,0.516830392,0,CIRCLE,DIAMOND,STAR,1,0,48,78,78,1,4,23,24,1
P1,Stranger,Bottom,Mismatch,3,6,78,6,w,1.250107086,0,CIRCLE,DIAMOND,STAR,1,0,49,79,78,1,4,23,24,1
Stranger,P2,Bottom,Mismatch,3,7,79,23,w,0.616805244,0,CIRCLE,DIAMOND,STAR,1,0,50,80,78,1,4,23,24,1
P1,P1,Bottom,Match,3,8,80,5,o,0.81680627,0,CIRCLE,DIAMOND,STAR,1,0,51,81,78,1,4,23,24,1
P1,P2,Top,Mismatch,3,9,81,3,w,0.716831813,0,CIRCLE,DIAMOND,STAR,1,0,52,82,78,1,4,23,24,1
P2,P1,Bottom,Mismatch,3,10,82,14,w,0.800141492,0,CIRCLE,DIAMOND,STAR,1,0,53,83,78,1,4,23,24,1
P1,P1,Bottom,Match,3,11,83,5,o,0.616829721,0,CIRCLE,DIAMOND,STAR,1,0,54,84,78,1,4,23,24,1
P2,P2,Top,Match,3,12,84,8,w,0.816795216,0,CIRCLE,DIAMOND,STAR,0,0,54,85,78,1,4,23,24,1
Stranger,Stranger,Top,Match,3,13,85,17,o,0.566826306,0,CIRCLE,DIAMOND,STAR,1,0,55,86,78,1,4,23,24,1
P1,P2,Top,Mismatch,3,14,86,3,w,0.833460389,0,CIRCLE,DIAMOND,STAR,1,0,56,87,78,1,4,23,24,1
P1,Stranger,Top,Mismatch,3,15,87,2,w,1.483423062,0,CIRCLE,DIAMOND,STAR,1,0,57,88,78,1,4,23,24,1
P1,P1,Top,Match,3,16,88,1,o,0.750156237,0,CIRCLE,DIAMOND,STAR,1,0,58,89,78,1,4,23,24,1
P2,P2,Bottom,Match,3,17,89,12,o,0.850120035,0,CIRCLE,DIAMOND,STAR,1,0,59,90,78,1,4,23,24,1
Stranger,Stranger,Bottom,Match,3,18,90,20,o,0.40046277,0,CIRCLE,DIAMOND,STAR,1,0,60,91,78,1,4,23,24,1
P1,Stranger,Top,Mismatch,3,19,91,2,None,None,1,CIRCLE,DIAMOND,STAR,3,0,60,92,78,1,4,23,24,1
P2,P2,Top,Match,3,20,92,8,o,0.983447341,0,CIRCLE,DIAMOND,STAR,1,0,61,93,78,1,4,23,24,1
Stranger,Stranger,Bottom,Match,3,21,93,21,o,0.600136123,0,CIRCLE,DIAMOND,STAR,1,0,62,94,78,1,4,23,24,1
P2,P2,Bottom,Match,3,22,94,13,w,0.666802342,0,CIRCLE,DIAMOND,STAR,0,0,62,95,78,1,4,23,24,1
P1,P2,Top,Mismatch,3,23,95,3,w,0.71680023,0,CIRCLE,DIAMOND,STAR,1,0,63,96,78,1,4,23,24,1
Stranger,Stranger,Top,Match,4,0,96,16,o,0.600129806,0,CIRCLE,DIAMOND,STAR,1,0,64,97,78,1,4,23,24,1
P1,P1,Bottom,Match,4,1,97,4,o,0.70013782,0,CIRCLE,DIAMOND,STAR,1,0,65,98,78,1,4,23,24,1
Stranger,P1,Top,Mismatch,4,2,98,18,w,0.883474463,0,CIRCLE,DIAMOND,STAR,1,0,66,99,78,1,4,23,24,1
P2,P2,Top,Match,4,3,99,8,o,0.816823246,0,CIRCLE,DIAMOND,STAR,1,0,67,100,78,1,4,23,24,1
P1,Stranger,Bottom,Mismatch,4,4,100,6,o,0.850167015,0,CIRCLE,DIAMOND,STAR,0,0,67,101,78,1,4,23,24,1
P2,P2,Top,Match,4,5,101,8,o,1.083432063,0,CIRCLE,DIAMOND,STAR,1,0,68,102,78,1,4,23,24,1
Stranger,P1,Top,Mismatch,4,6,102,18,w,0.966733215,0,CIRCLE,DIAMOND,STAR,1,0,69,103,78,1,4,23,24,1
P2,P1,Top,Mismatch,4,7,103,10,w,1.150109336,0,CIRCLE,DIAMOND,STAR,1,0,70,104,78,1,4,23,24,1
Stranger,P2,Bottom,Mismatch,4,8,104,23,w,0.733499355,0,CIRCLE,DIAMOND,STAR,1,0,71,105,78,1,4,23,24,1
P1,P1,Bottom,Match,4,9,105,4,o,0.650156119,0,CIRCLE,DIAMOND,STAR,1,0,72,106,78,1,4,23,24,1
P2,P1,Top,Mismatch,4,10,106,10,w,1.066775575,0,CIRCLE,DIAMOND,STAR,1,0,73,107,78,1,4,23,24,1
P2,P1,Bottom,Mismatch,4,11,107,14,w,0.633488182,0,CIRCLE,DIAMOND,STAR,1,0,74,108,78,1,4,23,24,1
P2,P1,Top,Mismatch,4,12,108,10,w,0.650152171,0,CIRCLE,DIAMOND,STAR,1,0,75,109,78,1,4,23,24,1
P1,P1,Bottom,Match,4,13,109,5,o,0.533486879,0,CIRCLE,DIAMOND,STAR,1,0,76,110,78,1,4,23,24,1
Stranger,Stranger,Top,Match,4,14,110,17,o,0.900190564,0,CIRCLE,DIAMOND,STAR,1,0,77,111,78,1,4,23,24,1
Stranger,Stranger,Bottom,Match,4,15,111,21,o,0.583532537,0,CIRCLE,DIAMOND,STAR,1,0,78,112,78,1,4,23,24,1
Stranger,Stranger,Bottom,Match,4,16,112,21,o,0.400249585,0,CIRCLE,DIAMOND,STAR,1,0,79,113,78,1,4,23,24,1
Stranger,P2,Top,Mismatch,4,17,113,19,w,0.800167153,0,CIRCLE,DIAMOND,STAR,1,0,80,114,78,1,4,23,24,1
Stranger,Stranger,Top,Match,4,18,114,16,o,0.500428147,0,CIRCLE,DIAMOND,STAR,1,0,81,115,78,1,4,23,24,1
P1,P2,Top,Mismatch,4,19,115,3,w,0.666824055,0,CIRCLE,DIAMOND,STAR,1,0,82,116,78,1,4,23,24,1
Stranger,Stranger,Bottom,Match,4,20,116,20,o,0.683497519,0,CIRCLE,DIAMOND,STAR,1,0,83,117,78,1,4,23,24,1
P2,P2,Top,Match,4,21,117,9,o,1.1667828,0,CIRCLE,DIAMOND,STAR,1,0,84,118,78,1,4,23,24,1
P1,P2,Top,Mismatch,4,22,118,3,w,0.716805362,0,CIRCLE,DIAMOND,STAR,1,0,85,119,78,1,4,23,24,1
P1,Stranger,Top,Mismatch,4,23,119,2,None,None,1,CIRCLE,DIAMOND,STAR,3,0,85,120,78,1,4,23,24,1
P1,P1,Bottom,Match,0,0,0,4,o,0.650101638,0,CIRCLE,DIAMOND,STAR,1,0,1,1,78,2,4,23,24,1
P1,P1,Top,Match,0,1,1,1,o,0.550251144,0,CIRCLE,DIAMOND,STAR,1,0,2,2,78,2,4,23,24,1
Stranger,P2,Top,Mismatch,0,2,2,19,w,0.583641498,0,CIRCLE,DIAMOND,STAR,1,0,3,3,78,2,4,23,24,1
Stranger,P2,Bottom,Mismatch,0,3,3,23,w,0.666840242,0,CIRCLE,DIAMOND,STAR,1,0,4,4,78,2,4,23,24,1
P2,P1,Top,Mismatch,0,4,4,10,w,0.733483168,0,CIRCLE,DIAMOND,STAR,1,0,5,5,78,2,4,23,24,1
P1,P2,Top,Mismatch,0,5,5,3,w,0.65013559,0,CIRCLE,DIAMOND,STAR,1,0,6,6,78,2,4,23,24,1
P2,P2,Top,Match,0,6,6,9,None,None,1,CIRCLE,DIAMOND,STAR,3,0,6,7,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,0,7,7,21,w,1.033485892,0,CIRCLE,DIAMOND,STAR,0,0,6,8,78,2,4,23,24,1
Stranger,Stranger,Top,Match,0,8,8,17,o,0.533782181,0,CIRCLE,DIAMOND,STAR,1,0,7,9,78,2,4,23,24,1
P1,P2,Top,Mismatch,0,9,9,3,w,0.65014467,0,CIRCLE,DIAMOND,STAR,1,0,8,10,78,2,4,23,24,1
P1,P2,Bottom,Mismatch,0,10,10,7,w,0.633466074,0,CIRCLE,DIAMOND,STAR,1,0,9,11,78,2,4,23,24,1
Stranger,P1,Top,Mismatch,0,11,11,18,w,1.233440729,0,CIRCLE,DIAMOND,STAR,1,0,10,12,78,2,4,23,24,1
P1,P1,Bottom,Match,0,12,12,4,o,0.500212198,0,CIRCLE,DIAMOND,STAR,1,0,11,13,78,2,4,23,24,1
P2,P1,Top,Mismatch,0,13,13,10,w,0.85012951,0,CIRCLE,DIAMOND,STAR,1,0,12,14,78,2,4,23,24,1
Stranger,P2,Top,Mismatch,0,14,14,19,w,0.583503717,0,CIRCLE,DIAMOND,STAR,1,0,13,15,78,2,4,23,24,1
P2,P1,Bottom,Mismatch,0,15,15,14,w,0.750135313,0,CIRCLE,DIAMOND,STAR,1,0,14,16,78,2,4,23,24,1
Stranger,P2,Top,Mismatch,0,16,16,19,w,0.633462916,0,CIRCLE,DIAMOND,STAR,1,0,15,17,78,2,4,23,24,1
Stranger,P2,Top,Mismatch,0,17,17,19,w,0.5337277,0,CIRCLE,DIAMOND,STAR,1,0,16,18,78,2,4,23,24,1
Stranger,Stranger,Top,Match,0,18,18,16,o,0.583473713,0,CIRCLE,DIAMOND,STAR,1,0,17,19,78,2,4,23,24,1
P2,P2,Top,Match,0,19,19,8,w,0.666790104,0,CIRCLE,DIAMOND,STAR,0,0,17,20,78,2,4,23,24,1
Stranger,P2,Bottom,Mismatch,0,20,20,23,w,0.683471068,0,CIRCLE,DIAMOND,STAR,1,0,18,21,78,2,4,23,24,1
P1,P2,Bottom,Mismatch,0,21,21,7,w,0.666854849,0,CIRCLE,DIAMOND,STAR,1,0,19,22,78,2,4,23,24,1
P2,P2,Bottom,Match,0,22,22,13,o,0.666767206,0,CIRCLE,DIAMOND,STAR,1,0,20,23,78,2,4,23,24,1
P1,P1,Bottom,Match,0,23,23,4,o,0.600138886,0,CIRCLE,DIAMOND,STAR,1,0,21,24,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,1,0,24,20,o,0.666862745,0,CIRCLE,DIAMOND,STAR,1,0,22,25,78,2,4,23,24,1
Stranger,P1,Bottom,Mismatch,1,1,25,22,w,0.800172285,0,CIRCLE,DIAMOND,STAR,1,0,23,26,78,2,4,23,24,1
Stranger,P1,Top,Mismatch,1,2,26,18,w,0.750168081,0,CIRCLE,DIAMOND,STAR,1,0,24,27,78,2,4,23,24,1
P2,P2,Top,Match,1,3,27,9,o,0.666816554,0,CIRCLE,DIAMOND,STAR,1,0,25,28,78,2,4,23,24,1
Stranger,P2,Bottom,Mismatch,1,4,28,23,w,0.666829582,0,CIRCLE,DIAMOND,STAR,1,0,26,29,78,2,4,23,24,1
P2,P1,Top,Mismatch,1,5,29,10,o,0.600130991,0,CIRCLE,DIAMOND,STAR,0,0,26,30,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,1,6,30,20,o,1.183457843,0,CIRCLE,DIAMOND,STAR,1,0,27,31,78,2,4,23,24,1
P2,P2,Bottom,Match,1,7,31,13,o,1.083490887,0,CIRCLE,DIAMOND,STAR,1,0,28,32,78,2,4,23,24,1
P1,P1,Bottom,Match,1,8,32,5,o,0.63347318,0,CIRCLE,DIAMOND,STAR,1,0,29,33,78,2,4,23,24,1
P1,Stranger,Top,Mismatch,1,9,33,2,w,0.933478668,0,CIRCLE,DIAMOND,STAR,1,0,30,34,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,1,10,34,20,o,0.90012345,0,CIRCLE,DIAMOND,STAR,1,0,31,35,78,2,4,23,24,1
P2,P2,Bottom,Match,1,11,35,12,o,0.933451822,0,CIRCLE,DIAMOND,STAR,1,0,32,36,78,2,4,23,24,1
Stranger,P1,Top,Mismatch,1,12,36,18,w,1.06679413,0,CIRCLE,DIAMOND,STAR,1,0,33,37,78,2,4,23,24,1
P2,Stranger,Top,Mismatch,1,13,37,11,w,1.000125542,0,CIRCLE,DIAMOND,STAR,1,0,34,38,78,2,4,23,24,1
Stranger,P1,Top,Mismatch,1,14,38,18,w,1.250181701,0,CIRCLE,DIAMOND,STAR,1,0,35,39,78,2,4,23,24,1
P2,Stranger,Bottom,Mismatch,1,15,39,15,w,0.816807455,0,CIRCLE,DIAMOND,STAR,1,0,36,40,78,2,4,23,24,1
P2,P2,Bottom,Match,1,16,40,12,o,0.666834715,0,CIRCLE,DIAMOND,STAR,1,0,37,41,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,1,17,41,20,o,0.416842906,0,CIRCLE,DIAMOND,STAR,1,0,38,42,78,2,4,23,24,1
Stranger,P2,Bottom,Mismatch,1,18,42,23,w,0.800159652,0,CIRCLE,DIAMOND,STAR,1,0,39,43,78,2,4,23,24,1
Stranger,P1,Bottom,Mismatch,1,19,43,22,w,1.116762409,0,CIRCLE,DIAMOND,STAR,1,0,40,44,78,2,4,23,24,1
Stranger,P1,Top,Mismatch,1,20,44,18,w,0.933505119,0,CIRCLE,DIAMOND,STAR,1,0,41,45,78,2,4,23,24,1
Stranger,Stranger,Top,Match,1,21,45,17,o,0.650183359,0,CIRCLE,DIAMOND,STAR,1,0,42,46,78,2,4,23,24,1
P1,Stranger,Bottom,Mismatch,1,22,46,6,w,0.800116225,0,CIRCLE,DIAMOND,STAR,1,0,43,47,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,1,23,47,21,o,0.816816535,0,CIRCLE,DIAMOND,STAR,1,0,44,48,78,2,4,23,24,1
P2,P2,Bottom,Match,2,0,48,13,o,0.533474641,0,CIRCLE,DIAMOND,STAR,1,0,45,49,78,2,4,23,24,1
P2,P2,Top,Match,2,1,49,8,o,0.50016364,0,CIRCLE,DIAMOND,STAR,1,0,46,50,78,2,4,23,24,1
P2,Stranger,Top,Mismatch,2,2,50,11,None,None,1,CIRCLE,DIAMOND,STAR,3,0,46,51,78,2,4,23,24,1
P1,P2,Top,Mismatch,2,3,51,3,o,0.53349517,0,CIRCLE,DIAMOND,STAR,0,0,46,52,78,2,4,23,24,1
P2,P1,Top,Mismatch,2,4,52,10,w,0.866758363,0,CIRCLE,DIAMOND,STAR,1,0,47,53,78,2,4,23,24,1
P1,P1,Bottom,Match,2,5,53,4,o,0.550175345,0,CIRCLE,DIAMOND,STAR,1,0,48,54,78,2,4,23,24,1
Stranger,Stranger,Top,Match,2,6,54,17,o,0.766799302,0,CIRCLE,DIAMOND,STAR,1,0,49,55,78,2,4,23,24,1
P1,P1,Top,Match,2,7,55,0,w,0.716799835,0,CIRCLE,DIAMOND,STAR,0,0,49,56,78,2,4,23,24,1
P2,P2,Top,Match,2,8,56,9,o,1.083450223,0,CIRCLE,DIAMOND,STAR,1,0,50,57,78,2,4,23,24,1
P1,P2,Bottom,Mismatch,2,9,57,7,w,0.65015454,0,CIRCLE,DIAMOND,STAR,1,0,51,58,78,2,4,23,24,1
P1,Stranger,Top,Mismatch,2,10,58,2,w,1.350104836,0,CIRCLE,DIAMOND,STAR,1,0,52,59,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,2,11,59,21,o,0.833480918,0,CIRCLE,DIAMOND,STAR,1,0,53,60,78,2,4,23,24,1
P2,P1,Bottom,Mismatch,2,12,60,14,w,0.716833392,0,CIRCLE,DIAMOND,STAR,1,0,54,61,78,2,4,23,24,1
P2,P2,Bottom,Match,2,13,61,12,o,0.933398131,0,CIRCLE,DIAMOND,STAR,1,0,55,62,78,2,4,23,24,1
P2,P2,Bottom,Match,2,14,62,13,o,0.600194551,0,CIRCLE,DIAMOND,STAR,1,0,56,63,78,2,4,23,24,1
P2,Stranger,Top,Mismatch,2,15,63,11,w,0.766813515,0,CIRCLE,DIAMOND,STAR,1,0,57,64,78,2,4,23,24,1
P2,Stranger,Top,Mismatch,2,16,64,11,w,0.766843518,0,CIRCLE,DIAMOND,STAR,1,0,58,65,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,2,17,65,21,o,0.60017797,0,CIRCLE,DIAMOND,STAR,1,0,59,66,78,2,4,23,24,1
Stranger,P1,Bottom,Mismatch,2,18,66,22,w,0.71680931,0,CIRCLE,DIAMOND,STAR,1,0,60,67,78,2,4,23,24,1
Stranger,P1,Bottom,Mismatch,2,19,67,22,w,1.183462975,0,CIRCLE,DIAMOND,STAR,1,0,61,68,78,2,4,23,24,1
P1,Stranger,Top,Mismatch,2,20,68,2,w,1.283436248,0,CIRCLE,DIAMOND,STAR,1,0,62,69,78,2,4,23,24,1
P1,P2,Top,Mismatch,2,21,69,3,w,0.783458948,0,CIRCLE,DIAMOND,STAR,1,0,63,70,78,2,4,23,24,1
P1,Stranger,Bottom,Mismatch,2,22,70,6,None,None,1,CIRCLE,DIAMOND,STAR,3,0,63,71,78,2,4,23,24,1
P2,P1,Bottom,Mismatch,2,23,71,14,o,0.650139933,0,CIRCLE,DIAMOND,STAR,0,0,63,72,78,2,4,23,24,1
P2,Stranger,Top,Mismatch,3,0,72,11,w,0.816791268,0,CIRCLE,DIAMOND,STAR,1,0,64,73,78,2,4,23,24,1
Stranger,Stranger,Top,Match,3,1,73,16,w,1.166829385,0,CIRCLE,DIAMOND,STAR,0,0,64,74,78,2,4,23,24,1
P2,P2,Top,Match,3,2,74,9,o,1.083450618,0,CIRCLE,DIAMOND,STAR,1,0,65,75,78,2,4,23,24,1
P2,P2,Top,Match,3,3,75,8,o,0.816832721,0,CIRCLE,DIAMOND,STAR,1,0,66,76,78,2,4,23,24,1
P2,P2,Bottom,Match,3,4,76,13,o,0.63347318,0,CIRCLE,DIAMOND,STAR,1,0,67,77,78,2,4,23,24,1
P2,P2,Bottom,Match,3,5,77,12,o,0.450137722,0,CIRCLE,DIAMOND,STAR,1,0,68,78,78,2,4,23,24,1
P2,P2,Bottom,Match,3,6,78,12,o,0.433486761,0,CIRCLE,DIAMOND,STAR,1,0,69,79,78,2,4,23,24,1
P1,Stranger,Top,Mismatch,3,7,79,2,w,1.050149881,0,CIRCLE,DIAMOND,STAR,1,0,70,80,78,2,4,23,24,1
Stranger,P1,Bottom,Mismatch,3,8,80,22,o,0.883468936,0,CIRCLE,DIAMOND,STAR,0,0,70,81,78,2,4,23,24,1
P1,Stranger,Bottom,Mismatch,3,9,81,6,w,1.183438893,0,CIRCLE,DIAMOND,STAR,1,0,71,82,78,2,4,23,24,1
P2,Stranger,Bottom,Mismatch,3,10,82,15,w,0.683475411,0,CIRCLE,DIAMOND,STAR,1,0,72,83,78,2,4,23,24,1
Stranger,Stranger,Bottom,Match,3,11,83,20,o,0.833459205,0,CIRCLE,DIAMOND,STAR,1,0,73,84,78,2,4,23,24,1
P1,P1,Bottom,Match,3,12,84,5,o,0.683426062,0,CIRCLE,DIAMOND,STAR,1,0,74,85,78,2,4,23,24,1
P1,P1,Top,Match,3,13,85,1,o,0.433489524,0,CIRCLE,DIAMOND,STAR,1,0,75,86,78,2,4,23,24,1
P1,P1,Top,Match,3,14,86,1,o,0.733492643,0,CIRCLE,DIAMOND,STAR,1,0,76,87,78,2,4,23,24,1
P1,Stranger,Top,Mismatch,3,15,87,2,w,0.933471956,0,CIRCLE,DIAMOND,STAR,1,0,77,88,78,2,4,23,24,1
P2,P1,Bottom,Mismatch,3,16,88,14,w,0.750425088,0,CIRCLE,DIAMOND,STAR,1,0,78,89,78,2,4,23,24,1
P1,P2,Bottom,Mismatch,3,17,89,7,o,0.600129017,0,CIRCLE,DIAMOND,STAR,0,0,78,90,78,2,4,23,24,1
P2,Stranger,Bottom,Mismatch,3,18,90,15,w,0.800149782,0,CIRCLE,DIAMOND,STAR,1,0,79,91,78,2,4,23,24,1
P1,P1,Bottom,Match,3,19,91,5,o,0.566848019,0,CIRCLE,DIAMOND,STAR,1,0,80,92,78,2,4,23,24,1
P2,P1,Bottom,Mismatch,3,20,92,14,w,0.783449868,0,CIRCLE,DIAMOND,STAR,1,0,81,93,78,2,4,23,24,1
P1,P1,Top,Match,3,21,93,0,o,0.550214824,0,CIRCLE,DIAMOND,STAR,1,0,82,94,78,2,4,23,24,1
P1,P1,Top,Match,3,22,94,1,o,0.500439991,0,CIRCLE,DIAMOND,STAR,1,0,83,95,78,2,4,23,24,1
Stranger,Stranger,Top,Match,3,23,95,16,o,0.583490294,0,CIRCLE,DIAMOND,STAR,1,0,84,96,78,2,4,23,24,1
P1,P1,Bottom,Match,4,0,96,5,w,0.700153612,0,CIRCLE,DIAMOND,STAR,0,0,84,97,78,2,4,23,24,1
P1,P1,Top,Match,4,1,97,0,o,0.516841446,0,CIRCLE,DIAMOND,STAR,1,0,85,98,78,2,4,23,24,1
Stranger,Stranger,Top,Match,4,2,98,17,o,0.58349898,0,CIRCLE,DIAMOND,STAR,1,0,86,99,78,2,4,23,24,1
P1,P1,Top,Match,4,3,99,1,o,0.483468463,0,CIRCLE,DIAMOND,STAR,1,0,87,100,78,2,4,23,24,1
P1,P2,Top,Mismatch,4,4,100,3,o,0.583450421,0,CIRCLE,DIAMOND,STAR,0,0,87,101,78,2,4,23,24,1
P1,P1,Top,Match,4,5,101,0,o,0.900130556,0,CIRCLE,DIAMOND,STAR,1,0,88,102,78,2,4,23,24,1
Stranger,Stranger,Top,Match,4,6,102,16,o,0.666805106,0,CIRCLE,DIAMOND,STAR,1,0,89,103,78,2,4,23,24,1
P2,P2,Top,Match,4,7,103,8,o,1.033468127,0,CIRCLE,DIAMOND,STAR,1,0,90,104,78,2,4,23,24,1
P1,Stranger,Bottom,Mismatch,4,8,104,6,w,1.43354361,0,CIRCLE,DIAMOND,STAR,1,0,91,105,78,2,4,23,24,1
P2,P2,Top,Match,4,9,105,9,o,0.816814561,0,CIRCLE,DIAMOND,STAR,1,0,92,106,78,2,4,23,24,1
P1,P1,Top,Match,4,10,106,0,o,0.750132945,0,CIRCLE,DIAMOND,STAR,1,0,93,107,78,2,4,23,24,1
Stranger,Stranger,Top,Match,4,11,107,17,o,0.550152052,0,CIRCLE,DIAMOND,STAR,1,0,94,108,78,2,4,23,24,1
